Survey Year,Timestamp, SalaryUSD ,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,NewestVersionInProduction,OldestVersionInProduction,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2017,1/13/2017 4:50:24,  80.000 ,United Kingdom,Not Asked,Microsoft SQL Server,15,MongoDB,Full time employee,DBA,No,2,Not Asked,More than 5,Not Asked,100,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 4:45:35,  110.000 ,United Kingdom,Not Asked,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, DB2, Microsoft Access, Azure SQL DB, Natural ADABAS",Full time employee,DBA,No,4,Not Asked,4,Not Asked,1000,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 4:13:53,  76.000 ,United Kingdom,Not Asked,Oracle,16,,Full time employee,Architect,No,5,Not Asked,None,Not Asked,2000,Bachelors (4 years),Yes,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 4:10:27,  42.204 ,United Kingdom,Not Asked,Microsoft SQL Server,2,Microsoft SQL Server,Full time employee,Engineer,No,4,Not Asked,None,Not Asked,95,None (no degree completed),No,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 3:11:18,  20.290 ,Lithuania,Not Asked,Microsoft SQL Server,10,MySQL/MariaDB,Full time employee,DBA,Yes,10,Not Asked,2,Not Asked,60,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/13/2017 0:19:53,  15.000 ,India,Not Asked,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,3,Not Asked,10,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 23:37:58,  39.000 ,Russia,Not Asked,Microsoft SQL Server,4,"Microsoft Access, SAP, Azure SQL DB",Full time employee,Manager,Yes,2,Not Asked,None,Not Asked,5,Bachelors (4 years),No,"Yes, and they're currently valid",48,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 22:48:26,  59.000 ,United States,Not Asked,Microsoft SQL Server,6,"PostgreSQL, SQLite, Elasticsearch",Full time employee,DBA,No,6,Not Asked,1,Not Asked,24,Associates (2 years),Yes,"Yes, and they're currently valid",45,2,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 19:52:55,  94.500 ,United States,Not Asked,Microsoft SQL Server,17,"Oracle, DB2, Microsoft Access",Full time employee,DBA,No,1,Not Asked,1,Not Asked,5,Associates (2 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 19:41:13,  132.000 ,United States,Not Asked,Microsoft SQL Server,17,Microsoft Access,Full time employee,DBA,No,15,Not Asked,3,Not Asked,20,Masters,Yes,"No, I never have",40,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 19:15:22,  128.825 ,United States,Not Asked,Microsoft SQL Server,18,,Full time employee,DBA,No,16,Not Asked,1,Not Asked,60,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 18:00:25,  52.000 ,Canada,Not Asked,Microsoft SQL Server,3,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Analyst,No,2,Not Asked,2,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 17:35:52,  90.500 ,United States,Not Asked,Microsoft SQL Server,5,,Full time employee,"Developer: App code (C#, JS, etc)",No,5,Not Asked,1,Not Asked,6,Bachelors (4 years),Yes,"Yes, but they expired",45,1,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 16:33:10,  133.000 ,United States,Not Asked,Microsoft SQL Server,16,"DB2, Microsoft Access",Full time employee,DBA,No,11,Not Asked,2,Not Asked,100,Bachelors (4 years),Yes,"Yes, but they expired",42,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 15:49:40,  81.000 ,Sweden,Not Asked,PostgreSQL,10,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Developer: T-SQL,No,1,Not Asked,More than 5,Not Asked,0,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 15:33:40,  155.000 ,United States,Not Asked,Microsoft SQL Server,20,,Full time employee,Manager,Yes,10,Not Asked,None,Not Asked,5,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 14:57:42,  25.000 ,Croatia,Not Asked,Microsoft SQL Server,5,"Oracle, MySQL/MariaDB",Full time employee,Developer: T-SQL,No,5,Not Asked,More than 5,Not Asked,30,Masters,Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 14:54:50,  65.000 ,United States,Not Asked,Microsoft SQL Server,4,"Microsoft SQL Server, Microsoft Access",Full time employee,Developer: T-SQL,Yes,4,Not Asked,5,Not Asked,3,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 14:44:24,  107.000 ,United States,Not Asked,Microsoft SQL Server,8,,Full time employee of a consulting/contracting company,DBA,No,2,Not Asked,More than 5,Not Asked,8,Masters,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 14:23:32,  60.000 ,United States,Not Asked,Microsoft SQL Server,2,MySQL/MariaDB,Full time employee,DBA,No,2,Not Asked,3,Not Asked,350,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 13:57:05,  120.000 ,United States,Not Asked,Microsoft SQL Server,14,,Full time employee of a consulting/contracting company,DBA,Yes,10,Not Asked,3,Not Asked,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 13:25:42,  108.000 ,United States,Not Asked,Microsoft SQL Server,5,"Oracle, MongoDB, DB2",Full time employee,Manager,Yes,3,Not Asked,2,Not Asked,20,Associates (2 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 12:37:35,  73.000 ,United States,Not Asked,Microsoft SQL Server,4,"DB2, Microsoft Access, SAP",Full time employee,DBA,No,4,Not Asked,2,Not Asked,177,Associates (2 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 12:34:57,  90.000 ,United States,Not Asked,Microsoft SQL Server,9,"Oracle, PostgreSQL, Microsoft Access",Full time employee,Engineer,No,3,Not Asked,1,Not Asked,36,Bachelors (4 years),Yes,"Yes, but they expired",48,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 12:24:52,  102.000 ,United States,Not Asked,Microsoft SQL Server,10,,Full time employee,DBA,No,2,Not Asked,1,Not Asked,50,Bachelors (4 years),No,"Yes, but they expired",40,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 12:16:11,  125.000 ,United States,Not Asked,Microsoft SQL Server,17,"DB2, Microsoft Access, SQLite",Full time employee of a consulting/contracting company,DBA,No,17,Not Asked,None,Not Asked,5,None (no degree completed),N/A,"Yes, and they're currently valid",40,2,Not Asked,Not Asked,Not Asked,Federal government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 11:08:52,  45.700 ,Canada,Not Asked,Microsoft SQL Server,5,,Full time employee,"Developer: App code (C#, JS, etc)",No,5,Not Asked,More than 5,Not Asked,8,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 11:02:35,  105.000 ,United States,Not Asked,Microsoft SQL Server,4,"Microsoft SQL Server, Oracle, Teradata",Full time employee,Developer: T-SQL,No,4,Not Asked,More than 5,Not Asked,4,Doctorate/PhD,No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 10:02:56,  102.000 ,United States,Not Asked,Microsoft SQL Server,5,Oracle,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,Not Asked,None,Not Asked,4,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:58:22,  120.000 ,United States,Not Asked,Microsoft SQL Server,17,Oracle,Full time employee,DBA,No,10,Not Asked,None,Not Asked,75,Bachelors (4 years),No,"No, I never have",40,4,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:52:48,  125.000 ,United States,Not Asked,Microsoft SQL Server,12,,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,7,Not Asked,None,Not Asked,20,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:38:43,  121.807 ,United States,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle",Full time employee,Developer: T-SQL,Yes,15,Not Asked,3,Not Asked,30,Bachelors (4 years),Yes,"No, I never have",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:33:48,  115.000 ,United States,Not Asked,Microsoft SQL Server,15,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",Full time employee,DBA,No,10,Not Asked,1,Not Asked,35,Masters,Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:32:08,  11.745 ,India,Not Asked,Oracle,6,MySQL/MariaDB,Full time employee,Other,No,4,Not Asked,2,Not Asked,40,Masters,Yes,"Yes, and they're currently valid",40,3,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:27:09,  61.800 ,South Africa,Not Asked,Microsoft SQL Server,10,Azure SQL DB,Full time employee,DBA,Yes,5,Not Asked,None,Not Asked,11000,None (no degree completed),N/A,"Yes, and they're currently valid",60,2,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:20:22,  79.000 ,United States,Not Asked,Microsoft SQL Server,25,"Oracle, MySQL/MariaDB, DB2, SQLite",Full time employee,"Developer: App code (C#, JS, etc)",No,28,Not Asked,More than 5,Not Asked,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",64,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,State/province government,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:18:34,  110.000 ,United States,Not Asked,Microsoft SQL Server,5,"Azure SQL DB, Parallel Data Warehouse",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,Not Asked,More than 5,Not Asked,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:16:50,  93.500 ,United States,Not Asked,Microsoft SQL Server,12,,Full time employee,Developer: T-SQL,No,2,Not Asked,1,Not Asked,5,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 9:09:40,  80.000 ,United States,Not Asked,Microsoft SQL Server,2,Microsoft SQL Server,Full time employee,DBA,No,2,Not Asked,1,Not Asked,8,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:47:27,  88.833 ,Ireland,Not Asked,Microsoft SQL Server,7,Oracle,Full time employee,DBA,No,8,Not Asked,4,Not Asked,16,None (no degree completed),N/A,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:34:32,  110.000 ,Germany,Not Asked,Microsoft SQL Server,15,Microsoft Access,Independent or freelancer or company owner,Architect,No,10,Not Asked,2,Not Asked,30,Masters,N/A,"Yes, and they're currently valid",60,2,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:33:36,  55.000 ,South Africa,Not Asked,Microsoft SQL Server,10,Cassandra,Full time employee,DBA,No,1,Not Asked,1,Not Asked,50,None (no degree completed),No,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:19:05,  143.200 ,United States,Not Asked,Microsoft SQL Server,17,"MySQL/MariaDB, Elasticsearch",Full time employee,DBA,No,7,Not Asked,1,Not Asked,30,Masters,No,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:13:54,  110.000 ,United States,Not Asked,Microsoft SQL Server,8,,Full time employee,Engineer,No,3,Not Asked,1,Not Asked,1000,Bachelors (4 years),No,"Yes, and they're currently valid",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:13:20,  200.000 ,United States,Not Asked,Microsoft SQL Server,18,,Full time employee of a consulting/contracting company,DBA,Yes,1,Not Asked,3,Not Asked,30,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 8:07:16,  125.000 ,Denmark,Not Asked,Microsoft SQL Server,15,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,13,Not Asked,None,Not Asked,25,Associates (2 years),N/A,"Yes, but they expired",38,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 7:58:10,  90.000 ,United States,Not Asked,Microsoft SQL Server,15,MongoDB,Full time employee,DBA,No,15,Not Asked,1,Not Asked,15,None (no degree completed),N/A,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 7:55:51,  100.000 ,Germany,Not Asked,Microsoft SQL Server,18,"Microsoft SQL Server, Oracle, DB2, Azure SQL DB",Full time employee,Architect,No,18,Not Asked,5,Not Asked,50,Masters,No,"Yes, and they're currently valid",40,1,Not Asked,Not Asked,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 7:51:42,  225.000 ,United States,Not Asked,Microsoft SQL Server,7,"DB2, Azure SQL DB",Independent or freelancer or company owner,Data Scientist,No,3,Not Asked,None,Not Asked,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 7:47:00,  65.000 ,United Kingdom,Not Asked,Microsoft SQL Server,10,"MongoDB, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,5,Not Asked,3,Not Asked,50,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2017,1/12/2017 7:41:54,  35.000 ,Croatia,Not Asked,Microsoft SQL Server,6,"Oracle, MySQL/MariaDB, Amazon RDS (any flavor)",Full time employee,DBA,No,6,Not Asked,More than 5,Not Asked,90,Bachelors (4 years),No,"Yes, and they're currently valid",50,5 or more,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
